Definition: ,Percentage of women who had a live birth in the two years preceding the survey whose first antenatal care visit was at less than 4 months,,,,,,
836,4,3,0.75,,,,
837,2,0,0,,,,
838,3,1,0.333333333,,,,
839,5,3,0.6,,,,
840,3,0,0,,,,
841,1,0,0,,,,
842,4,1,0.25,,,,
843,7,1,0.142857143,,,,
844,3,2,0.666666667,,,,
845,3,0,0,,,,
846,6,1,0.166666667,,,,
847,4,2,0.5,,,,
848,4,2,0.5,,,,
849,2,0,0,,,,
850,6,3,0.5,,,,
851,6,1,0.166666667,,,,
852,7,2,0.285714286,,,,
853,10,2,0.2,,,,
854,2,0,0,,,,
855,6,1,0.166666667,,,,
856,7,3,0.428571429,,,,
857,2,0,0,,,,
858,7,1,0.142857143,,,,
859,9,2,0.222222222,,,,
860,3,1,0.333333333,,,,
861,2,0,0,,,,
862,3,1,0.333333333,,,,
863,4,0,0,,,,
864,3,0,0,,,,
865,7,5,0.714285714,,,,
866,4,1,0.25,,,,
867,4,0,0,,,,
868,11,4,0.363636364,,,,
869,9,0,0,,,,
870,8,1,0.125,,,,
871,5,1,0.2,,,,
872,6,1,0.166666667,,,,
873,7,2,0.285714286,,,,
874,9,1,0.111111111,,,,
875,7,1,0.142857143,,,,
876,5,1,0.2,,,,
877,12,2,0.166666667,,,,
878,9,1,0.111111111,,,,
879,7,1,0.142857143,,,,
880,5,2,0.4,,,,
881,6,1,0.166666667,,,,
882,5,2,0.4,,,,
883,9,0,0,,,,
884,5,1,0.2,,,,
885,2,1,0.5,,,,
886,7,1,0.142857143,,,,
887,9,1,0.111111111,,,,
888,5,2,0.4,,,,
889,6,0,0,,,,
890,11,0,0,,,,
891,8,2,0.25,,,,
892,12,3,0.25,,,,
893,5,2,0.4,,,,
894,11,3,0.272727273,,,,
895,5,1,0.2,,,,
896,8,1,0.125,,,,
897,7,2,0.285714286,,,,
898,3,0,0,,,,
899,10,0,0,,,,
900,8,3,0.375,,,,
901,7,1,0.142857143,,,,
902,9,1,0.111111111,,,,
903,8,0,0,,,,
904,10,4,0.4,,,,
905,8,0,0,,,,
906,3,0,0,,,,
907,5,2,0.4,,,,
908,5,1,0.2,,,,
909,1,1,1,,,,
910,7,3,0.428571429,,,,
911,5,2,0.4,,,,
912,9,1,0.111111111,,,,
913,2,0,0,,,,
914,7,1,0.142857143,,,,
915,7,0,0,,,,
916,5,1,0.2,,,,
917,7,2,0.285714286,,,,
918,8,2,0.25,,,,
919,11,5,0.454545455,,,,
920,9,1,0.111111111,,,,
921,5,2,0.4,,,,
922,8,2,0.25,,,,
923,7,2,0.285714286,,,,
924,10,3,0.3,,,,
925,8,1,0.125,,,,
926,9,1,0.111111111,,,,
927,7,3,0.428571429,,,,
928,4,1,0.25,,,,
929,5,1,0.2,,,,
930,7,3,0.428571429,,,,
931,10,3,0.3,,,,
932,3,0,0,,,,
933,8,2,0.25,,,,
934,5,0,0,,,,
935,6,3,0.5,,,,
936,5,1,0.2,,,,
937,11,5,0.454545455,,,,
938,6,2,0.333333333,,,,
939,6,1,0.166666667,,,,
940,3,0,0,,,,
941,2,0,0,,,,
942,5,1,0.2,,,,
943,4,0,0,,,,
944,4,1,0.25,,,,
945,5,1,0.2,,,,
946,7,2,0.285714286,,,,
947,3,0,0,,,,
948,6,0,0,,,,
949,4,2,0.5,,,,
950,6,1,0.166666667,,,,
951,1,0,0,,,,
952,6,2,0.333333333,,,,
953,5,0,0,,,,
954,5,2,0.4,,,,
955,7,0,0,,,,
956,6,0,0,,,,
957,5,1,0.2,,,,
958,2,0,0,,,,
959,3,1,0.333333333,,,,
960,4,1,0.25,,,,
961,2,1,0.5,,,,
962,10,1,0.1,,,,
963,8,0,0,,,,
964,4,0,0,,,,
965,3,0,0,,,,
966,4,2,0.5,,,,
967,6,2,0.333333333,,,,
968,3,2,0.666666667,,,,
969,3,0,0,,,,
970,7,2,0.285714286,,,,
971,5,0,0,,,,
972,6,3,0.5,,,,
973,6,1,0.166666667,,,,
974,4,0,0,,,,
975,10,0,0,,,,
976,3,0,0,,,,
977,7,1,0.142857143,,,,
978,1,0,0,,,,
979,3,0,0,,,,
980,4,0,0,,,,
981,2,0,0,,,,
982,4,0,0,,,,
983,0,0,.,,,,
984,8,2,0.25,,,,
985,3,0,0,,,,
986,9,1,0.111111111,,,,
987,2,0,0,,,,
988,2,0,0,,,,
989,4,0,0,,,,
990,6,0,0,,,,
991,4,0,0,,,,
992,3,0,0,,,,
993,6,0,0,,,,
994,3,0,0,,,,
995,3,1,0.333333333,,,,
996,4,3,0.75,,,,
997,4,0,0,,,,
998,6,1,0.166666667,,,,
999,2,1,0.5,,,,
1000,7,1,0.142857143,,,,
1001,2,0,0,,,,
1002,9,0,0,,,,
1003,5,1,0.2,,,,
1004,3,1,0.333333333,,,,
1005,3,1,0.333333333,,,,
1006,6,0,0,,,,
1007,0,0,.,,,,
1008,2,0,0,,,,
1009,5,1,0.2,,,,
1010,8,1,0.125,,,,
1011,6,0,0,,,,
1012,10,2,0.2,,,,
1013,12,0,0,,,,
1014,10,2,0.2,,,,
1015,5,0,0,,,,
1016,3,0,0,,,,
1017,8,0,0,,,,
1018,3,1,0.333333333,,,,
1019,5,2,0.4,,,,
1020,10,0,0,,,,
1021,1,0,0,,,,
1022,6,1,0.166666667,,,,
1023,9,0,0,,,,
1024,7,2,0.285714286,,,,
1025,8,3,0.375,,,,
1026,4,0,0,,,,
1027,9,7,0.777777778,,,,
1028,5,1,0.2,,,,
1029,7,1,0.142857143,,,,
1030,7,1,0.142857143,,,,
1031,3,1,0.333333333,,,,
1032,11,3,0.272727273,,,,
1034,10,1,0.1,,,,
1035,10,1,0.1,,,,
1036,3,0,0,,,,
1037,11,4,0.363636364,,,,
1038,6,0,0,,,,
1039,5,0,0,,,,
1040,5,2,0.4,,,,
1041,8,0,0,,,,
1042,4,2,0.5,,,,
1043,5,0,0,,,,
1044,11,0,0,,,,
1045,2,0,0,,,,
1046,6,0,0,,,,
1047,4,0,0,,,,
1048,6,0,0,,,,
1049,9,0,0,,,,
1050,8,2,0.25,,,,
1051,13,0,0,,,,
1052,9,0,0,,,,
1053,8,1,0.125,,,,
1054,8,1,0.125,,,,
1055,8,0,0,,,,
1056,9,0,0,,,,
1058,11,0,0,,,,
1059,13,0,0,,,,
1060,11,0,0,,,,
1061,4,0,0,,,,
1062,14,0,0,,,,
1063,8,0,0,,,,
1064,9,1,0.111111111,,,,
1065,10,0,0,,,,
1067,7,1,0.142857143,,,,
1068,10,2,0.2,,,,
1069,4,0,0,,,,
1070,7,0,0,,,,
1071,7,1,0.142857143,,,,
1072,6,1,0.166666667,,,,
1073,8,1,0.125,,,,
1074,3,0,0,,,,
1075,3,2,0.666666667,,,,
1076,9,3,0.333333333,,,,
1077,8,2,0.25,,,,
1078,10,2,0.2,,,,
1079,7,3,0.428571429,,,,
1080,7,0,0,,,,
1081,13,3,0.230769231,,,,
1082,12,1,0.083333333,,,,
1083,10,7,0.7,,,,
1084,13,4,0.307692308,,,,
1085,8,2,0.25,,,,
1086,13,1,0.076923077,,,,
1087,8,3,0.375,,,,
1088,7,2,0.285714286,,,,
1089,5,1,0.2,,,,
1090,5,2,0.4,,,,
1091,6,1,0.166666667,,,,
1092,4,0,0,,,,
1093,9,0,0,,,,
1094,8,2,0.25,,,,
1095,8,0,0,,,,
1096,3,1,0.333333333,,,,
1097,8,3,0.375,,,,
1098,2,0,0,,,,
1099,12,6,0.5,,,,
1100,9,2,0.222222222,,,,
1101,4,0,0,,,,
1103,11,0,0,,,,
1104,5,2,0.4,,,,
1105,3,0,0,,,,
1106,7,0,0,,,,
1107,6,5,0.833333333,,,,
1108,7,1,0.142857143,,,,
1109,4,1,0.25,,,,
1110,4,1,0.25,,,,
1111,1,0,0,,,,
1112,2,0,0,,,,
1113,2,0,0,,,,
1114,4,0,0,,,,
1115,3,1,0.333333333,,,,
1116,4,0,0,,,,
1117,4,0,0,,,,
1118,6,0,0,,,,
1119,3,0,0,,,,
1120,6,2,0.333333333,,,,
1121,5,1,0.2,,,,
1122,7,0,0,,,,
1123,5,1,0.2,,,,
1124,6,2,0.333333333,,,,
1125,6,0,0,,,,
1126,8,1,0.125,,,,
1127,6,0,0,,,,
1128,6,0,0,,,,
1129,8,1,0.125,,,,
1130,5,0,0,,,,
1131,5,1,0.2,,,,
1132,9,0,0,,,,
1133,7,1,0.142857143,,,,
1134,9,0,0,,,,
1135,8,3,0.375,,,,
1136,7,4,0.571428571,,,,
1137,10,1,0.1,,,,
1138,5,3,0.6,,,,
1139,5,2,0.4,,,,
1140,1,0,0,,,,
1141,5,0,0,,,,
1142,6,0,0,,,,
1143,5,0,0,,,,
1144,5,0,0,,,,
1145,1,0,0,,,,
1146,4,0,0,,,,
1147,6,2,0.333333333,,,,
1148,5,0,0,,,,
1149,9,3,0.333333333,,,,
1150,4,0,0,,,,
1151,11,0,0,,,,
1152,2,0,0,,,,
1153,10,1,0.1,,,,
1154,6,0,0,,,,
1155,14,0,0,,,,
1156,4,0,0,,,,
1157,11,4,0.363636364,,,,
1158,4,1,0.25,,,,
1159,10,0,0,,,,
1160,6,0,0,,,,
1161,4,0,0,,,,
1162,4,0,0,,,,
1163,4,0,0,,,,
1164,4,0,0,,,,
1165,1,0,0,,,,
1166,7,0,0,,,,
1167,10,0,0,,,,
1168,5,1,0.2,,,,
1169,7,1,0.142857143,,,,
1170,4,1,0.25,,,,
1171,9,1,0.111111111,,,,
1172,6,2,0.333333333,,,,
1173,4,0,0,,,,
1174,6,1,0.166666667,,,,
1175,6,1,0.166666667,,,,
1176,5,0,0,,,,
1177,6,2,0.333333333,,,,
1178,4,2,0.5,,,,
1179,7,2,0.285714286,,,,
1180,2,0,0,,,,
1181,3,3,1,,,,
1182,6,2,0.333333333,,,,
1183,4,0,0,,,,
1184,4,0,0,,,,
1185,4,0,0,,,,
1186,1,0,0,,,,
1187,5,1,0.2,,,,
1188,4,2,0.5,,,,
1189,7,0,0,,,,
1190,5,0,0,,,,
1191,2,0,0,,,,
1192,2,0,0,,,,
1193,2,0,0,,,,
1194,5,2,0.4,,,,
1195,9,1,0.111111111,,,,
1196,8,0,0,,,,
1197,6,0,0,,,,
1198,5,0,0,,,,
1199,7,0,0,,,,
1200,5,1,0.2,,,,
1201,5,1,0.2,,,,
1202,1,0,0,,,,
1203,4,0,0,,,,
1204,4,2,0.5,,,,
1205,4,0,0,,,,
1206,6,0,0,,,,
1207,1,0,0,,,,
1208,7,1,0.142857143,,,,
1209,4,1,0.25,,,,
1210,5,0,0,,,,
1212,8,0,0,,,,
1213,11,0,0,,,,
1214,7,0,0,,,,
1215,6,0,0,,,,
1216,3,0,0,,,,
1217,3,0,0,,,,
1218,5,2,0.4,,,,
1219,4,0,0,,,,
1220,4,0,0,,,,
1221,5,1,0.2,,,,
1222,7,0,0,,,,
1223,5,0,0,,,,
1224,4,1,0.25,,,,
1225,3,0,0,,,,
1226,4,0,0,,,,
1227,4,1,0.25,,,,
1228,2,0,0,,,,
1229,11,4,0.363636364,,,,
1230,4,0,0,,,,
1231,8,1,0.125,,,,
1232,5,0,0,,,,
1233,7,0,0,,,,
1234,5,1,0.2,,,,
1235,7,1,0.142857143,,,,
1236,2,0,0,,,,
1237,8,1,0.125,,,,
1238,6,0,0,,,,
1239,7,2,0.285714286,,,,
1240,5,1,0.2,,,,
1241,7,1,0.142857143,,,,
1242,9,1,0.111111111,,,,
1243,6,3,0.5,,,,
1244,1,0,0,,,,
1245,8,0,0,,,,
1246,7,1,0.142857143,,,,
1247,2,1,0.5,,,,
1248,7,0,0,,,,
1249,4,0,0,,,,
1250,5,0,0,,,,
1251,4,0,0,,,,
1252,3,0,0,,,,
1253,6,1,0.166666667,,,,
1254,9,0,0,,,,
1255,5,2,0.4,,,,
1256,4,1,0.25,,,,
1257,1,0,0,,,,
1258,4,0,0,,,,
1259,10,1,0.1,,,,
1260,4,0,0,,,,
1261,7,0,0,,,,
1262,5,0,0,,,,
1263,8,0,0,,,,
1264,3,0,0,,,,
1265,7,0,0,,,,
1266,5,1,0.2,,,,
1267,4,1,0.25,,,,
1268,9,0,0,,,,
1269,10,1,0.1,,,,
1270,7,1,0.142857143,,,,
1272,8,2,0.25,,,,
1273,3,0,0,,,,
1274,3,1,0.333333333,,,,
1275,3,0,0,,,,
1276,5,0,0,,,,
1277,4,0,0,,,,
1278,3,0,0,,,,
1279,3,1,0.333333333,,,,
1280,12,1,0.083333333,,,,
1281,3,0,0,,,,
1282,2,2,1,,,,
1283,5,1,0.2,,,,
1284,6,2,0.333333333,,,,
1285,6,2,0.333333333,,,,
1286,4,1,0.25,,,,
1287,2,2,1,,,,
1288,0,0,.,,,,
1289,2,0,0,,,,
1290,3,0,0,,,,
1291,4,0,0,,,,
1292,15,0,0,,,,
1293,3,0,0,,,,
1294,4,1,0.25,,,,
1295,4,0,0,,,,
1296,6,0,0,,,,
1297,12,2,0.166666667,,,,
1298,4,0,0,,,,
1299,3,0,0,,,,
1300,6,1,0.166666667,,,,
1301,5,1,0.2,,,,
1302,7,1,0.142857143,,,,
1303,4,0,0,,,,
1304,4,1,0.25,,,,
1305,3,2,0.666666667,,,,
1306,2,0,0,,,,
1307,5,1,0.2,,,,
1308,3,0,0,,,,
1309,5,0,0,,,,
1310,4,3,0.75,,,,
1311,3,2,0.666666667,,,,
1312,1,1,1,,,,
1313,5,0,0,,,,
1314,5,0,0,,,,
1315,7,0,0,,,,
1316,3,1,0.333333333,,,,
1317,6,0,0,,,,
1318,2,1,0.5,,,,
1319,5,1,0.2,,,,
1320,3,1,0.333333333,,,,
1321,3,1,0.333333333,,,,
1322,3,0,0,,,,
1323,4,1,0.25,,,,
1324,12,3,0.25,,,,
1325,4,0,0,,,,
1326,1,1,1,,,,
1327,2,0,0,,,,
1328,1,1,1,,,,
1329,5,2,0.4,,,,
1330,7,1,0.142857143,,,,
1331,7,0,0,,,,
1332,9,0,0,,,,
1333,8,0,0,,,,
1334,8,0,0,,,,
1335,8,0,0,,,,
1336,5,1,0.2,,,,
1337,6,1,0.166666667,,,,
1338,3,1,0.333333333,,,,
1339,11,1,0.090909091,,,,
1340,7,0,0,,,,
1341,9,1,0.111111111,,,,
1342,4,3,0.75,,,,
1343,2,0,0,,,,
1344,1,0,0,,,,
1345,5,2,0.4,,,,
1346,5,2,0.4,,,,
1347,3,0,0,,,,
1348,13,0,0,,,,
1349,9,0,0,,,,
1350,7,0,0,,,,
1351,3,1,0.333333333,,,,
1352,10,2,0.2,,,,
1353,12,2,0.166666667,,,,
1354,7,0,0,,,,
1355,8,0,0,,,,
1356,9,0,0,,,,
1357,8,3,0.375,,,,
1358,5,2,0.4,,,,
1359,4,0,0,,,,
1360,13,2,0.153846154,,,,
1361,10,2,0.2,,,,
1362,12,0,0,,,,
1363,9,1,0.111111111,,,,
1364,11,2,0.181818182,,,,
1365,9,0,0,,,,
1366,11,3,0.272727273,,,,
1367,5,0,0,,,,
1368,1,1,1,,,,
1369,5,1,0.2,,,,
1370,7,4,0.571428571,,,,
1371,9,3,0.333333333,,,,
1372,13,2,0.153846154,,,,
1373,7,0,0,,,,
1374,14,1,0.071428571,,,,
1375,9,3,0.333333333,,,,
1376,8,5,0.625,,,,
1377,8,2,0.25,,,,
1378,12,3,0.25,,,,
1379,3,0,0,,,,
1380,2,0,0,,,,
1381,6,1,0.166666667,,,,
1382,14,2,0.142857143,,,,
1383,13,4,0.307692308,,,,
1384,9,2,0.222222222,,,,
1385,1,0,0,,,,
1386,8,3,0.375,,,,
1387,8,3,0.375,,,,
1388,12,0,0,,,,
1389,3,1,0.333333333,,,,
1390,2,0,0,,,,
1391,4,1,0.25,,,,
1392,4,1,0.25,,,,
1393,2,0,0,,,,
1394,10,3,0.3,,,,
1395,11,1,0.090909091,,,,
1396,6,1,0.166666667,,,,
1397,1,1,1,,,,
1398,3,0,0,,,,
1399,4,1,0.25,,,,
1400,5,2,0.4,,,,
1401,3,2,0.666666667,,,,
1402,8,4,0.5,,,,
1403,3,1,0.333333333,,,,
1404,4,2,0.5,,,,
1405,2,1,0.5,,,,
1406,2,1,0.5,,,,
1407,5,3,0.6,,,,
1408,5,4,0.8,,,,
1409,4,0,0,,,,
1410,4,0,0,,,,
1411,7,2,0.285714286,,,,
1412,5,1,0.2,,,,
1413,3,0,0,,,,
1414,5,1,0.2,,,,
1415,7,1,0.142857143,,,,
1416,3,0,0,,,,
1417,3,1,0.333333333,,,,
1418,3,0,0,,,,
1419,5,2,0.4,,,,
1420,4,1,0.25,,,,
1421,6,1,0.166666667,,,,
1422,4,0,0,,,,
1423,7,1,0.142857143,,,,
1424,4,1,0.25,,,,
1425,8,0,0,,,,
1426,1,0,0,,,,
1427,9,0,0,,,,
1428,7,1,0.142857143,,,,
1429,4,0,0,,,,
1430,7,0,0,,,,
1431,7,0,0,,,,
1432,3,1,0.333333333,,,,
1433,12,0,0,,,,
1434,4,0,0,,,,
1435,4,0,0,,,,
1436,3,0,0,,,,
1437,3,1,0.333333333,,,,
1438,10,1,0.1,,,,
1439,4,2,0.5,,,,
1440,9,0,0,,,,
1441,2,1,0.5,,,,
1442,6,1,0.166666667,,,,
1443,7,1,0.142857143,,,,
1444,3,1,0.333333333,,,,
1445,7,0,0,,,,
1446,1,0,0,,,,
1447,7,1,0.142857143,,,,
1448,7,0,0,,,,
1449,4,1,0.25,,,,
1450,7,1,0.142857143,,,,
1451,1,0,0,,,,
1452,1,1,1,,,,
1453,5,1,0.2,,,,
1454,5,0,0,,,,
1455,6,1,0.166666667,,,,
1456,13,2,0.153846154,,,,
1457,5,1,0.2,,,,
1458,5,1,0.2,,,,
1459,4,0,0,,,,
1460,3,0,0,,,,
1461,12,1,0.083333333,,,,
1462,3,0,0,,,,
1463,5,1,0.2,,,,
1464,5,2,0.4,,,,
1465,9,0,0,,,,
1466,10,2,0.2,,,,
1467,6,1,0.166666667,,,,
1468,12,3,0.25,,,,
1469,9,0,0,,,,
1470,7,0,0,,,,
1471,3,0,0,,,,
1472,8,1,0.125,,,,
1473,7,1,0.142857143,,,,
1474,5,3,0.6,,,,
1475,5,2,0.4,,,,
1476,3,0,0,,,,
1477,5,1,0.2,,,,
1478,3,2,0.666666667,,,,
1479,6,1,0.166666667,,,,
1480,5,1,0.2,,,,
1481,3,1,0.333333333,,,,
1482,1,0,0,,,,
1483,4,2,0.5,,,,
1484,6,1,0.166666667,,,,
1485,9,0,0,,,,
1486,4,2,0.5,,,,
1487,3,0,0,,,,
1488,8,0,0,,,,
1489,3,0,0,,,,
1490,6,0,0,,,,
1491,5,1,0.2,,,,
1492,3,1,0.333333333,,,,
1493,5,2,0.4,,,,
1494,3,1,0.333333333,,,,
1495,4,0,0,,,,
1496,4,2,0.5,,,,
1497,5,0,0,,,,
1498,4,1,0.25,,,,
1499,6,1,0.166666667,,,,
1500,4,3,0.75,,,,
1501,4,0,0,,,,
1502,4,2,0.5,,,,
1503,5,1,0.2,,,,
1504,2,1,0.5,,,,
1505,7,1,0.142857143,,,,
1506,8,1,0.125,,,,
1507,6,1,0.166666667,,,,
1508,7,0,0,,,,
1509,4,2,0.5,,,,
1510,3,0,0,,,,
1511,1,0,0,,,,
1512,1,0,0,,,,
1513,6,1,0.166666667,,,,
1514,3,0,0,,,,
1515,3,1,0.333333333,,,,
1516,1,0,0,,,,
1517,5,2,0.4,,,,
1518,2,0,0,,,,
1519,6,0,0,,,,
1520,3,0,0,,,,
1521,4,1,0.25,,,,
1522,6,3,0.5,,,,
1523,6,2,0.333333333,,,,
1524,8,2,0.25,,,,
1525,4,1,0.25,,,,
1526,3,0,0,,,,
1527,5,2,0.4,,,,
1528,3,0,0,,,,
1529,4,1,0.25,,,,
1530,2,1,0.5,,,,
1531,5,0,0,,,,
1532,7,4,0.571428571,,,,
1533,7,4,0.571428571,,,,
1534,5,0,0,,,,
1535,4,2,0.5,,,,
1536,4,1,0.25,,,,
1537,7,2,0.285714286,,,,
1538,7,0,0,,,,
1539,2,0,0,,,,
1540,5,1,0.2,,,,
1541,11,1,0.090909091,,,,
1542,5,3,0.6,,,,
1543,4,0,0,,,,
1544,3,1,0.333333333,,,,
1545,7,4,0.571428571,,,,
1546,4,2,0.5,,,,
1547,10,4,0.4,,,,
1548,5,0,0,,,,
1549,9,1,0.111111111,,,,
1550,8,1,0.125,,,,
1551,9,2,0.222222222,,,,
1552,3,0,0,,,,
1553,10,2,0.2,,,,
1554,7,0,0,,,,
1555,8,3,0.375,,,,
1556,4,1,0.25,,,,
1557,11,1,0.090909091,,,,
1558,1,0,0,,,,
1559,6,3,0.5,,,,
1560,5,0,0,,,,
1561,2,0,0,,,,
1562,8,2,0.25,,,,
1563,7,2,0.285714286,,,,
1564,6,1,0.166666667,,,,
1565,6,0,0,,,,
1566,2,1,0.5,,,,
1567,5,3,0.6,,,,
1568,12,3,0.25,,,,
1569,8,1,0.125,,,,
1570,2,0,0,,,,
1571,7,0,0,,,,
1572,13,3,0.230769231,,,,
1573,10,1,0.1,,,,
1574,4,1,0.25,,,,
1575,8,1,0.125,,,,
1576,5,1,0.2,,,,
1577,5,0,0,,,,
1578,6,2,0.333333333,,,,
1579,5,0,0,,,,
1580,4,0,0,,,,
1581,3,1,0.333333333,,,,
1582,9,0,0,,,,
1583,7,1,0.142857143,,,,
1584,4,1,0.25,,,,
1585,5,1,0.2,,,,
1586,6,0,0,,,,
1587,5,1,0.2,,,,
1588,7,1,0.142857143,,,,
1589,9,0,0,,,,
1590,5,1,0.2,,,,
1591,12,3,0.25,,,,
1592,2,1,0.5,,,,
1593,6,2,0.333333333,,,,
1594,8,0,0,,,,
1595,7,1,0.142857143,,,,
1596,6,1,0.166666667,,,,
1597,3,1,0.333333333,,,,
1598,4,0,0,,,,
1599,7,0,0,,,,
1600,4,1,0.25,,,,
1601,4,2,0.5,,,,
1602,7,1,0.142857143,,,,
1603,2,0,0,,,,
1604,7,0,0,,,,
1605,7,3,0.428571429,,,,
1606,3,0,0,,,,
1607,9,2,0.222222222,,,,
1608,7,0,0,,,,
1609,4,0,0,,,,
1610,9,3,0.333333333,,,,
1611,8,1,0.125,,,,
1612,5,0,0,,,,
,8191,1335,0.1712961,,,,
